activity_comment,activity_id,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,document_year,molecule_chembl_id,parent_molecule_chembl_id,pchembl_value,potential_duplicate,published_relation,published_type,published_units,published_value,qudt_units,record_id,src_id,standard_flag,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,uo_units
active,14021088,CHEMBL3215043,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,19.5467,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,19546.7,CHEMBL612545,,Unchecked,,UO_0000065
active,14026667,CHEMBL3215037,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,10.9919,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,10991.9,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14049220,CHEMBL3215044,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,55.09,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,55090,CHEMBL1871,Homo sapiens,Androgen Receptor,9606,UO_0000065
inconclusive,14053960,CHEMBL3215029,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway using the MDA cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,43.3643,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,43364.3,CHEMBL1871,Homo sapiens,Androgen Receptor,9606,UO_0000065
inconclusive,14085056,CHEMBL3215004,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,0.0039,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,3.9,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14105130,CHEMBL3215097,PubChem BioAssay: Tox21. qHTS assay for small molecule agonists of the p53 signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,30.6996,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,30699.6,CHEMBL612545,,Unchecked,,UO_0000065
active,14108452,CHEMBL3215077,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,24.6078,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,24607.8,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14130791,CHEMBL3215073,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,49.099,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,49099,CHEMBL612545,,Unchecked,,UO_0000065
active,14146290,CHEMBL3215104,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,21.9317,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,21931.7,CHEMBL612545,,Unchecked,,UO_0000065
active,14154212,CHEMBL3215172,PubChem BioAssay: Tox21. qHTS assay for cell viability of the p53RE-bla HCT-116 cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,,CHEMBL1201862,,,CHEMBL10041,CHEMBL10041,,False,,Potency,uM,70.7946,http://www.openphacts.org/units/Nanomolar,1010778,7,True,,Potency,nM,70794.6,CHEMBL612545,,Unchecked,,UO_0000065
active,14154259,CHEMBL3215172,PubChem BioAssay: Tox21. qHTS assay for cell viability of the p53RE-bla HCT-116 cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,39.8107,http://www.openphacts.org/units/Nanomolar,1508523,7,True,,Potency,nM,39810.7,CHEMBL612545,,Unchecked,,UO_0000065
active,14160570,CHEMBL3215112,PubChem BioAssay. qHTS assay for small molecule activators of the human pregnane X receptor (PXR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,,CHEMBL1201862,,,CHEMBL10041,CHEMBL10041,,False,,Potency,uM,11.2202,http://www.openphacts.org/units/Nanomolar,1010778,7,True,,Potency,nM,11220.2,CHEMBL612545,,Unchecked,,UO_0000065
active,14160960,CHEMBL3215123,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the thyroid receptor (TR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,5.4592,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,5459.2,CHEMBL612545,,Unchecked,,UO_0000065
active,14161367,CHEMBL3215142,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,15.5265,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,15526.5,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14163755,CHEMBL3215181,PubChem BioAssay. qHTS for Inhibitors of AMA1-RON; Towards Development of Antimalarial Drug Lead: Primary Screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,35.4813,http://www.openphacts.org/units/Nanomolar,1263346,7,True,,Potency,nM,35481.3,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14164333,CHEMBL3215112,PubChem BioAssay. qHTS assay for small molecule activators of the human pregnane X receptor (PXR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,7.9433,http://www.openphacts.org/units/Nanomolar,1508523,7,True,,Potency,nM,7943.3,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14175952,CHEMBL3215129,PubChem BioAssay: Tox21. qHTS assay for cell viability of HEK293 cells.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,,CHEMBL1201862,,,CHEMBL10041,CHEMBL10041,,False,,Potency,uM,70.7946,http://www.openphacts.org/units/Nanomolar,1010778,7,True,,Potency,nM,70794.6,CHEMBL612545,,Unchecked,,UO_0000065
active,14176020,CHEMBL3215129,PubChem BioAssay: Tox21. qHTS assay for cell viability of HEK293 cells.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,25.1189,http://www.openphacts.org/units/Nanomolar,1508523,7,True,,Potency,nM,25118.9,CHEMBL612545,,Unchecked,,UO_0000065
active,14179904,CHEMBL3215134,PubChem BioAssay: Tox21. qHTS assay for small molecule disruptors of the mitochondrial membrane potential.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,24.3856,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,24385.6,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14180190,CHEMBL3215143,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,43.7595,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,43759.5,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14209013,CHEMBL3215109,PubChem BioAssay: Tox21. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,17.2637,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,17263.7,CHEMBL1075094,Homo sapiens,Nuclear factor erythroid 2-related factor 2,9606,UO_0000065
active,14231949,CHEMBL3215192,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,0.0687,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,68.7,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14243121,CHEMBL3215205,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,69.3542,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,69354.2,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14245669,CHEMBL3215231,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,34.7594,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,34759.4,CHEMBL3979,Homo sapiens,Peroxisome proliferator-activated receptor delta,9606,UO_0000065
active,14250532,CHEMBL3215209,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway measured by Nrf2-dependant transcriptional activity - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,,CHEMBL1201862,,,CHEMBL10041,CHEMBL10041,,False,,Potency,uM,70.7946,http://www.openphacts.org/units/Nanomolar,1010778,7,True,,Potency,nM,70794.6,CHEMBL612545,,Unchecked,,UO_0000065
active,14250582,CHEMBL3215209,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway measured by Nrf2-dependant transcriptional activity - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,25.1189,http://www.openphacts.org/units/Nanomolar,1508523,7,True,,Potency,nM,25118.9,CHEMBL612545,,Unchecked,,UO_0000065
active,14260986,CHEMBL3215183,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the thyroid receptor (TR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,12.2217,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,12221.7,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14267778,CHEMBL3215235,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,61.812,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,61812,CHEMBL612545,,Unchecked,,UO_0000065
active,14268752,CHEMBL3215201,PubChem BioAssay: Tox21. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,15.3862,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,15386.2,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14271402,CHEMBL3214790,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,55.09,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,55090,CHEMBL612545,,Unchecked,,UO_0000065
active,14279038,CHEMBL3215245,PubChem BioAssay: Tox21. qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5 - cell viability.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,61.2538,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,61253.8,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14286580,CHEMBL3215268,PubChem BioAssay: Tox21. qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,49.099,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,49099,CHEMBL1871,Homo sapiens,Androgen Receptor,9606,UO_0000065
active,14290117,CHEMBL3215247,PubChem BioAssay. MLPCN PGC1a Modulators Measured in Cell-Based System Using Plate Reader - 2139-01_Activator_Dose_CherryPick_Activity_Set6. (absACnn = the concentration at which the curve crosses threshold nn uM)  (Class of assay: confirmatory) ,F,,BAO_0000219,cell-based format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,=,AbsAC40_uM,uM,2.41,http://www.openphacts.org/units/Micromolar,1263346,7,False,,AbsAC40_uM,uM,2.41,CHEMBL612545,,Unchecked,,UO_0000064
inactive,14296963,CHEMBL3215289,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway measured by Nrf2-dependant transcriptional activity.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,,CHEMBL1201862,,,CHEMBL10041,CHEMBL10041,,False,,Potency,uM,42.1632,http://www.openphacts.org/units/Nanomolar,1010778,7,True,,Potency,nM,42163.2,CHEMBL1075094,Homo sapiens,Nuclear factor erythroid 2-related factor 2,9606,UO_0000065
inconclusive,14298850,CHEMBL3215270,PubChem BioAssay. qHTS for Stage-Specific Inhibitors of Vaccinia Orthopoxvirus: Venus Reporter Primary qHTS.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,11.2202,http://www.openphacts.org/units/Nanomolar,1263346,7,True,,Potency,nM,11220.2,CHEMBL612545,,Unchecked,,UO_0000065
active,14300843,CHEMBL3215237,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,15.5265,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,15526.5,CHEMBL612545,,Unchecked,,UO_0000065
active,14304288,CHEMBL3215292,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccc(O)cc3,,CHEMBL1201862,,,CHEMBL10041,CHEMBL10041,,False,,Potency,uM,74.978,http://www.openphacts.org/units/Nanomolar,1010778,7,True,,Potency,nM,74978,CHEMBL612545,,Unchecked,,UO_0000065
active,14308516,CHEMBL3215252,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the farnesoid-X-receptor (FXR) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,24.6078,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,24607.8,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14345592,CHEMBL3214800,PubChem BioAssay: Tox21. qHTS assay for small molecule activators of the heat shock response signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,27.6104,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,27610.4,CHEMBL5976,Homo sapiens,Heat shock protein beta-1,9606,UO_0000065
active,14347426,CHEMBL3214825,PubChem BioAssay: Tox21. qHTS assay for identifying genotoxic compounds that show differential cytotoxicity against isogenic chicken DT40 cell lines with known DNA damage response pathways - Rev3 mutant cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,0.4336,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,433.6,CHEMBL612545,,Unchecked,,UO_0000065
inconclusive,14351337,CHEMBL3214835,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,43.7595,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,43759.5,CHEMBL612545,,Unchecked,,UO_0000065
active,14375404,CHEMBL3214799,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,39.0007,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,39000.7,CHEMBL612545,,Unchecked,,UO_0000065
active,14375759,CHEMBL3214811,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,61.812,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,61812,CHEMBL612545,,Unchecked,,UO_0000065
active,14391250,CHEMBL3214855,PubChem BioAssay: Tox21. qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,17.421,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,17421,CHEMBL612545,,Unchecked,,UO_0000065
active,14393028,CHEMBL3214918,PubChem BioAssay: Tox21. qHTS assay for small molecule activators of the heat shock response signaling pathway - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,27.6104,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,27610.4,CHEMBL612545,,Unchecked,,UO_0000065
active,14395146,CHEMBL3214865,PubChem BioAssay: Tox21. qHTS assay to identify aromatase inhibitors - cell viability counter screen.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,48.6556,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,48655.6,CHEMBL612545,,Unchecked,,UO_0000065
inactive,14399699,CHEMBL3214902,PubChem BioAssay: Tox21. qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,77.1139,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,77113.9,CHEMBL612545,,Unchecked,,UO_0000065
active,14399916,CHEMBL3214905,PubChem BioAssay: Tox21. qHTS assay for identifying genotoxic compounds that show differential cytotoxicity against isogenic chicken DT40 cell lines with known DNA damage response pathways - wild type cell line.   (Class of assay: confirmatory) ,F,BAO_0000186,BAO_0000019,assay format,CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,,CHEMBL1201862,,,CHEMBL489,CHEMBL489,,False,,Potency,uM,2.7361,http://www.openphacts.org/units/Nanomolar,2043677,7,True,,Potency,nM,2736.1,CHEMBL612545,,Unchecked,,UO_0000065
